seed,profile,supervised,outcome,success,unsafe_touchdown,aborted,duration_s,final_x_error,final_vx,final_vz,max_risk,mean_risk,interventions,dropouts,architecture
2054622638,mixed,True,safe_abort,False,False,True,15.100000000000001,0.50162032784813,-0.24872441041912935,-0.2222692303675093,0.9033787327374732,0.6487286569168641,66,58,aegis_v1
2054622638,mixed,True,unsafe_touchdown,False,True,False,20.400000000000002,0.4961573332048495,-0.12556158624167146,-0.2907960742346354,0.611430504745186,0.5272654633281361,21,81,aegis_v2
874230994,mixed,False,unsafe_touchdown,False,True,False,27.150000000000002,0.6487934004535383,0.003508963472353195,-0.25507141564429514,0.9511635516553647,0.6543372745037503,0,112,baseline
874230994,mixed,True,safe_abort,False,False,True,26.6,0.6243646974187173,-0.01270073267546426,-0.25485136385737617,0.9511635516553647,0.654948879318451,123,111,aegis_v1
874230994,mixed,True,unsafe_touchdown,False,True,False,28.6,0.5674508303364003,0.16530987029472397,-0.23518650440291483,0.6612757067009278,0.5307756463958881,34,119,aegis_v2
1098194037,mixed,False,unsafe_touchdown,False,True,False,29.3,0.46301209680562555,0.21134793424924303,-0.306053958151035,0.8933120930056467,0.6600514442090684,0,141,baseline
1098194037,mixed,True,safe_abort,False,False,True,30.8,0.3475409121436415,0.029032512825029378,-0.24127911245129433,0.8933120930056467,0.6600022330470734,156,149,aegis_v1
1098194037,mixed,True,unsafe_touchdown,False,True,False,32.5,0.6040751757081173,-0.06768341768892762,-0.21771933650073516,0.6475905907572346,0.5333079781004225,120,159,aegis_v2
745987025,mixed,False,unsafe_touchdown,False,True,False,23.1,0.6541202483110421,0.027978221776933265,-0.30660170858867786,0.9331530850600455,0.6537214877024292,0,92,baseline
745987025,mixed,True,safe_abort,False,False,True,23.400000000000002,0.6256818117393952,0.14423748029909253,-0.3225392247041231,0.9331530850600455,0.6536337727116117,115,93,aegis_v1
745987025,mixed,True,unsafe_touchdown,False,True,False,23.55,0.6525135467110367,0.17054651931359208,-0.34866113994442627,0.6589483244780496,0.5318473456169551,21,93,aegis_v2
589908604,mixed,False,unsafe_touchdown,False,True,False,29.85,0.546699044275968,0.12040865283706756,-0.30652098113601106,0.9585,0.662724767536589,0,135,baseline
589908604,mixed,True,safe_abort,False,False,True,33.45,0.6465725853885846,-0.003789983522794768,-0.27261675783082817,0.9585,0.6598632559061807,178,147,aegis_v1
589908604,mixed,True,unsafe_touchdown,False,True,False,33.2,0.6843407018556763,0.030523621809016188,-0.2861861734158097,0.6889256774860436,0.5360999749258295,85,145,aegis_v2
1039164907,mixed,False,unsafe_touchdown,False,True,False,29.0,0.6819615966032729,-0.004129334883792926,-0.24970764728677555,0.952136341982259,0.6609088672273316,0,143,baseline
1039164907,mixed,True,safe_abort,False,False,True,30.85,0.6901747978852895,-0.13777835375595565,-0.1931000498205171,0.952136341982259,0.6602485823339741,163,151,aegis_v1
1039164907,mixed,True,unsafe_touchdown,False,True,False,32.95,0.5449384951478523,0.006814900323775292,-0.2385925819842034,0.641170952264773,0.5330585067792697,94,166,aegis_v2
772270744,mixed,False,success,True,False,False,30.0,0.44571941760254374,-0.03944384615713839,-0.1996132560151001,0.9484111732390826,0.6573590965629574,0,126,baseline
772270744,mixed,True,safe_abort,False,False,True,32.15,0.5807800970178657,-0.09437133405434531,-0.07159898930885136,0.9484111732390826,0.6569705258791675,163,136,aegis_v1
772270744,mixed,True,unsafe_touchdown,False,True,False,30.200000000000003,0.4574327355860955,-0.0953037404515682,-0.22909385205275742,0.6585808779611246,0.5307373564639477,27,127,aegis_v2
1066564871,mixed,False,unsafe_touchdown,False,True,False,21.200000000000003,0.7716456678208226,0.019304443290244225,-0.2993045592194932,0.9585,0.6589745229487421,0,95,baseline
1066564871,mixed,True,safe_abort,False,False,True,20.0,0.7815126215508422,-0.050672630176659725,-0.2232588881112486,0.9585,0.6593156802972758,104,89,aegis_v1
1066564871,mixed,True,unsafe_touchdown,False,True,False,21.400000000000002,0.7258436212153196,0.05134124316966648,-0.2972115597444619,0.7026278451580675,0.5338091281402397,0,96,aegis_v2
675159251,mixed,False,unsafe_touchdown,False,True,False,21.3,0.48557653020593733,0.30424414835739383,-0.2080541951252622,0.9458239226275671,0.668033574406437,0,106,baseline
675159251,mixed,True,safe_abort,False,False,True,20.900000000000002,0.6343247646980773,0.31767226918751945,-0.2799017269610065,0.9458239226275671,0.6679623883918138,130,103,aegis_v1
675159251,mixed,True,unsafe_touchdown,False,True,False,23.5,0.5409920096730083,-0.1536389161996245,-0.2664730579101176,0.6625694040707377,0.5397687387518277,81,114,aegis_v2
2050756760,mixed,False,unsafe_touchdown,False,True,False,23.75,0.6316124540135323,-0.024591259499561247,-0.26517267011371937,0.9384025951223134,0.6623123620660469,0,115,baseline
2050756760,mixed,True,safe_abort,False,False,True,23.75,0.6303828910385542,-0.026655999499531152,-0.21935226321452364,0.9384025951223134,0.6623123620660469,128,115,aegis_v1
2050756760,mixed,True,unsafe_touchdown,False,True,False,25.55,0.7469764718494625,-0.0862489178589026,-0.3713469154724691,0.6470319488464362,0.5371199848988536,89,127,aegis_v2
1995576029,mixed,False,unsafe_touchdown,False,True,False,30.85,0.5529380439272077,0.02488587439199693,-0.2696865327137356,0.9585,0.6561484367064453,0,137,baseline
1995576029,mixed,True,safe_abort,False,False,True,33.300000000000004,0.6663002679470009,-0.12192641233616976,-0.16793058228015686,0.9585,0.6555357222779676,158,147,aegis_v1
1995576029,mixed,True,unsafe_touchdown,False,True,False,34.7,0.8756798311649223,-0.03202215780849195,-0.27661753700475117,0.7061064561150913,0.5315333463542082,127,152,aegis_v2
848930937,mixed,False,unsafe_touchdown,False,True,False,33.25,0.6864126555652789,-0.09872036989241867,-0.2976251848984032,0.9155113007767531,0.6588858935057503,0,163,baseline
848930937,mixed,True,safe_abort,False,False,True,36.800000000000004,0.7863861026602236,0.19695724717404203,-0.3092977824474305,0.9155113007767531,0.6573002335683116,186,179,aegis_v1
848930937,mixed,True,unsafe_touchdown,False,True,False,36.15,0.8733040256944568,0.162351785625124,-0.20997866143278612,0.6537937888705012,0.5303745380230618,138,175,aegis_v2
534416819,mixed,False,success,True,False,False,21.75,0.40459749523543126,0.08378544394374716,-0.26801364934826183,0.9447815049031026,0.6580453583745101,0,96,baseline
534416819,mixed,True,safe_abort,False,False,True,20.1,0.5353408564420071,0.03601332369728513,-0.2217524114832607,0.9447815049031026,0.6599031324224074,111,91,aegis_v1
534416819,mixed,True,success,True,False,False,22.1,0.42905741093736766,0.06936441861542768,-0.25322184810334936,0.6293684347017824,0.5316752156441873,9,97,aegis_v2
1368494521,mixed,False,unsafe_touchdown,False,True,False,28.85,0.7586263688135313,-0.025988317344507728,-0.31136186144951467,0.8935498745174253,0.6500338200770628,0,119,baseline
